satisfaction_level,satisfaction_level_tuned,last_evaluation,last_evaluation_tuned,number_project,number_project_tuned,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.84,0.84,0.54,0.71,4,4,179,2,0,0,0,technical,low
1,0.62,0.67,0.67,3,3,181,2,0,0,0,technical,low
0.72,0.72,0.73,0.73,5,5,184,4,1,0,0,technical,low
0.57,0.57,0.67,0.67,3,3,207,2,0,0,0,technical,medium
0.73,0.73,0.99,0.71,4,4,152,4,0,0,0,technical,medium
0.91,0.62,0.59,0.59,4,4,133,4,0,0,0,technical,medium
0.98,0.62,0.85,0.85,4,4,178,3,0,0,0,support,medium
0.58,0.58,0.95,0.71,4,4,173,3,0,0,0,support,medium
0.73,0.73,0.52,0.71,2,4,113,5,1,0,0,support,medium
0.96,0.62,0.95,0.71,3,3,236,2,0,0,0,support,medium
0.57,0.57,0.98,0.71,3,3,188,5,0,0,0,support,medium
0.77,0.77,0.73,0.73,3,3,269,2,0,0,0,support,medium
0.3,0.62,0.85,0.85,2,4,203,3,0,0,0,support,medium
0.85,0.62,0.75,0.75,3,3,214,3,0,0,0,support,medium
0.49,0.49,0.83,0.83,2,4,185,6,0,0,0,support,medium
0.77,0.77,0.43,0.71,4,4,265,6,0,0,0,support,high
1,0.62,0.99,0.71,4,4,184,4,0,0,0,support,low
0.85,0.62,0.74,0.74,3,3,157,3,0,0,0,technical,medium
0.87,0.62,0.75,0.75,3,3,258,3,0,0,0,technical,medium
0.9,0.62,0.79,0.79,3,3,222,6,1,0,0,technical,medium
0.71,0.71,0.8,0.8,5,5,248,4,0,0,0,management,medium
0.59,0.59,0.56,0.56,5,5,162,4,0,0,0,IT,low
0.85,0.62,0.74,0.74,3,3,250,3,1,0,0,IT,low
0.72,0.72,0.82,0.82,4,4,231,3,0,0,0,IT,low
0.73,0.73,0.65,0.65,3,3,165,3,0,0,0,IT,low
0.9,0.62,0.54,0.71,3,3,272,2,0,0,0,IT,low
0.59,0.59,0.65,0.65,4,4,177,2,0,0,0,product_mng,low
0.52,0.52,0.9,0.71,3,3,133,3,0,0,0,product_mng,low
0.85,0.62,0.49,0.71,4,4,159,3,0,0,0,product_mng,low
0.35,0.62,0.4,0.71,3,3,130,3,0,0,0,product_mng,low
0.7,0.7,0.68,0.68,3,3,185,4,0,0,0,IT,low
0.58,0.58,0.86,0.86,3,3,182,3,0,0,0,RandD,low
0.89,0.62,0.5,0.71,2,4,238,4,0,0,0,RandD,low
0.54,0.54,0.63,0.63,3,3,211,3,0,0,0,RandD,low
0.55,0.55,0.89,0.71,4,4,209,3,0,0,0,RandD,low
0.77,0.77,0.62,0.62,5,5,190,3,0,0,0,RandD,low
0.55,0.55,0.61,0.61,4,4,272,4,1,0,0,marketing,low
0.6,0.6,0.77,0.77,3,3,202,3,0,0,0,sales,low
0.75,0.75,0.9,0.71,4,4,185,3,0,0,0,accounting,low
0.57,0.57,0.88,0.71,3,3,176,3,0,0,0,support,low
0.69,0.69,0.94,0.71,4,4,239,3,0,0,0,technical,low
0.87,0.62,0.98,0.71,4,4,238,3,1,0,0,management,low
0.69,0.69,0.36,0.71,5,5,269,6,1,0,0,marketing,medium
0.58,0.58,0.92,0.71,3,3,232,5,0,0,0,marketing,medium
0.87,0.62,0.64,0.64,2,4,148,6,1,0,0,marketing,medium
0.71,0.71,0.77,0.77,3,3,149,2,0,0,0,sales,medium
0.74,0.74,0.78,0.78,4,4,203,2,0,0,0,sales,medium
0.75,0.75,0.53,0.71,5,5,235,3,0,0,0,sales,medium
0.5,0.5,0.54,0.71,2,4,269,2,1,0,0,sales,medium
0.59,0.59,0.86,0.86,4,4,260,2,0,0,0,sales,medium
0.81,0.81,0.84,0.84,3,3,216,3,0,0,0,sales,medium
0.34,0.62,0.55,0.71,3,3,136,2,1,0,0,sales,medium
0.53,0.53,0.87,0.87,5,5,158,3,0,0,0,sales,medium
0.94,0.62,0.85,0.85,4,4,180,4,0,0,0,sales,medium
0.76,0.76,0.77,0.77,5,5,133,2,0,0,0,sales,high
0.2,0.62,0.58,0.58,5,5,199,4,0,0,0,sales,low
0.97,0.62,0.67,0.67,3,3,169,2,1,0,0,sales,medium
0.96,0.62,0.72,0.72,3,3,195,2,0,0,0,sales,medium
0.81,0.81,0.5,0.71,5,5,205,3,0,0,0,sales,medium
0.2,0.62,0.48,0.71,4,4,156,4,1,0,0,sales,medium
0.53,0.53,0.71,0.71,3,3,125,2,1,0,0,sales,low
0.75,0.75,0.76,0.76,3,3,171,4,0,0,0,sales,low
0.55,0.55,0.91,0.71,4,4,199,3,0,0,0,sales,low
0.58,0.58,0.65,0.65,5,5,187,2,0,0,0,sales,low
0.99,0.62,0.64,0.64,4,4,218,4,0,0,0,accounting,low
0.96,0.62,0.86,0.86,4,4,268,3,0,0,0,accounting,low
0.82,0.82,0.92,0.71,3,3,257,2,0,0,0,accounting,low
0.88,0.62,0.77,0.77,4,4,224,5,1,0,0,hr,low
0.78,0.78,0.97,0.71,4,4,221,4,0,0,0,hr,low
0.46,0.46,0.47,0.71,6,4,101,5,0,0,0,hr,low
0.88,0.62,0.59,0.59,3,3,224,2,0,0,0,hr,low
0.91,0.62,0.55,0.71,3,3,223,4,1,0,0,technical,low
0.6,0.6,0.68,0.68,4,4,271,4,0,0,0,technical,low
0.82,0.82,0.51,0.71,3,3,210,2,0,0,0,technical,low
0.67,0.67,0.56,0.56,4,4,241,3,0,0,0,technical,low
0.55,0.55,0.61,0.61,3,3,209,3,0,0,0,technical,low
0.73,0.73,0.62,0.62,5,5,186,4,0,0,0,technical,low
0.59,0.59,0.68,0.68,4,4,273,2,0,0,0,technical,low
0.4,0.4,0.65,0.65,6,4,172,2,1,0,0,technical,low
0.56,0.56,0.99,0.71,3,3,209,2,0,0,0,technical,low
0.87,0.62,0.57,0.57,4,4,175,2,1,0,0,technical,low
0.5,0.5,0.53,0.71,5,5,239,3,0,0,0,technical,medium
0.98,0.62,0.79,0.79,4,4,231,4,0,0,0,support,medium
0.71,0.71,0.96,0.71,4,4,131,3,0,0,0,support,medium
0.72,0.72,0.89,0.71,4,4,217,3,0,0,0,support,medium
0.5,0.5,0.83,0.83,4,4,242,2,0,0,0,support,medium
0.89,0.62,0.56,0.56,3,3,224,2,0,0,0,support,medium
0.56,0.56,0.68,0.68,3,3,208,3,1,0,0,support,medium
0.32,0.62,0.55,0.71,4,4,167,5,0,0,0,support,medium
0.96,0.62,0.88,0.71,5,5,269,2,0,0,0,support,medium
0.67,0.67,0.92,0.71,4,4,156,2,0,0,0,support,medium
0.26,0.62,0.7,0.7,3,3,238,6,0,0,0,support,medium
0.51,0.51,0.9,0.71,5,5,193,4,0,0,0,support,medium
0.16,0.62,0.78,0.78,4,4,196,5,0,0,0,technical,high
0.77,0.77,0.71,0.71,5,5,233,2,0,0,0,technical,low
0.67,0.67,0.52,0.71,2,4,152,5,0,0,0,technical,medium
0.36,0.62,0.77,0.77,4,4,252,2,0,0,0,management,medium
0.69,0.69,0.82,0.82,3,3,262,5,1,0,0,IT,medium
0.72,0.72,0.76,0.76,3,3,261,4,0,0,0,IT,medium
0.72,0.72,0.81,0.81,4,4,144,2,0,0,0,IT,low
0.88,0.62,0.95,0.71,4,4,234,3,0,0,0,IT,low
0.91,0.62,0.55,0.71,2,4,234,2,0,0,0,IT,low
0.96,0.62,0.6,0.6,4,4,170,2,1,0,0,product_mng,low
0.49,0.49,0.8,0.8,3,3,238,4,0,0,0,product_mng,low
0.59,0.59,0.97,0.71,5,5,242,3,0,0,0,product_mng,low
0.8,0.8,0.87,0.87,4,4,209,3,0,0,0,product_mng,low
0.91,0.62,0.67,0.67,4,4,206,3,0,0,0,IT,low
0.18,0.62,0.79,0.79,4,4,240,5,0,0,0,RandD,low
0.94,0.62,0.58,0.58,5,5,215,2,0,0,0,RandD,low
0.44,0.44,0.61,0.61,3,3,147,4,0,0,0,RandD,low
0.96,0.62,0.59,0.59,2,4,265,2,0,0,0,RandD,low
0.55,0.55,0.97,0.71,4,4,162,3,0,0,0,RandD,low
0.99,0.62,0.54,0.71,4,4,239,3,0,0,0,marketing,low
0.75,0.75,0.88,0.71,3,3,224,2,0,0,0,sales,low
0.66,0.66,0.78,0.78,4,4,256,3,0,0,0,accounting,low
0.96,0.62,0.57,0.57,3,3,263,3,0,0,0,support,low
0.6,0.6,0.86,0.86,6,4,272,4,0,0,0,technical,low
0.64,0.64,0.78,0.78,4,4,159,4,0,0,0,management,medium
0.85,0.62,0.8,0.8,4,4,219,2,0,0,0,marketing,medium
0.3,0.62,0.53,0.71,3,3,210,6,0,0,0,marketing,medium
0.74,0.74,0.95,0.71,4,4,237,3,1,0,0,marketing,medium
0.14,0.62,0.8,0.8,5,5,226,3,0,0,0,sales,medium
0.93,0.62,0.76,0.76,3,3,212,3,0,0,0,sales,medium
0.75,0.75,0.48,0.71,3,3,250,5,0,0,0,sales,medium
0.58,0.58,0.63,0.63,4,4,171,3,0,0,0,sales,medium
0.59,0.59,0.6,0.6,3,3,149,4,0,0,0,sales,medium
0.2,0.62,0.9,0.71,5,5,228,6,0,0,0,sales,medium
1,0.62,0.84,0.84,3,3,215,2,0,0,0,sales,medium
0.51,0.51,0.51,0.71,3,3,272,3,0,0,0,sales,medium
0.16,0.62,0.72,0.72,4,4,192,6,0,0,0,sales,high
0.77,0.77,0.56,0.56,5,5,226,4,0,0,0,sales,low
0.61,0.61,0.47,0.71,2,4,149,3,0,0,0,sales,medium
0.73,0.73,0.51,0.71,3,3,244,2,0,0,0,sales,medium
0.52,0.52,0.85,0.85,4,4,193,3,0,0,0,sales,medium
0.13,0.62,0.72,0.72,4,4,247,3,0,0,0,sales,medium
0.73,0.73,0.62,0.62,3,3,181,3,0,0,0,sales,low
0.39,0.39,0.68,0.68,2,4,137,3,1,0,0,sales,low
0.92,0.62,0.8,0.8,3,3,211,4,0,0,0,sales,low
0.34,0.62,0.78,0.78,5,5,137,4,0,0,0,sales,low
0.94,0.62,0.51,0.71,4,4,229,2,1,0,0,sales,low
0.82,0.82,0.65,0.65,4,4,168,3,0,0,0,accounting,low
0.26,0.62,0.69,0.69,4,4,180,3,1,0,0,accounting,low
0.78,0.78,0.53,0.71,4,4,177,2,0,0,0,accounting,low
0.61,0.61,0.95,0.71,4,4,191,2,0,0,0,hr,low
0.5,0.5,0.53,0.71,3,3,191,2,1,0,0,hr,low
0.52,0.52,0.96,0.71,4,4,125,3,0,0,0,hr,low
0.89,0.62,0.79,0.79,4,4,152,3,0,0,0,hr,low
0.85,0.62,0.52,0.71,4,4,174,2,0,0,0,technical,low
0.62,0.62,0.86,0.86,4,4,135,3,0,0,0,technical,low
0.38,0.38,0.67,0.67,2,4,117,3,0,0,0,technical,low
0.55,0.55,0.49,0.71,2,4,180,5,1,0,0,technical,low
0.83,0.83,0.84,0.84,4,4,146,3,0,0,0,technical,low
0.62,0.62,0.65,0.65,3,3,249,3,0,0,0,technical,low
0.6,0.6,0.54,0.71,3,3,136,3,1,0,0,technical,low
0.62,0.62,0.5,0.71,4,4,198,3,1,0,0,technical,low
0.23,0.62,0.88,0.71,5,5,201,3,0,0,0,technical,low
0.13,0.62,0.74,0.74,6,4,132,4,1,0,0,technical,medium
0.96,0.62,0.63,0.63,4,4,142,4,0,0,0,technical,medium
0.5,0.5,0.74,0.74,5,5,256,3,1,0,0,support,medium
0.66,0.66,0.72,0.72,3,3,135,2,0,0,0,support,medium
0.61,0.61,0.72,0.72,4,4,209,2,0,0,0,support,medium
0.45,0.45,0.48,0.71,5,5,287,5,0,0,0,support,medium
0.5,0.5,0.95,0.71,4,4,222,3,1,0,0,support,medium
0.75,0.75,0.82,0.82,3,3,227,2,0,0,0,support,medium
0.88,0.62,0.5,0.71,4,4,162,2,0,0,0,support,medium
0.49,0.49,0.79,0.79,5,5,206,2,0,0,0,support,medium
0.82,0.82,0.87,0.87,5,5,273,6,0,0,0,support,medium
0.92,0.62,0.65,0.65,4,4,135,3,0,0,0,support,medium
0.4,0.4,0.85,0.85,5,5,99,2,1,0,0,support,high
0.36,0.62,0.61,0.61,4,4,166,4,0,0,0,technical,low
0.8,0.8,0.99,0.71,5,5,187,3,1,0,0,technical,medium
0.68,0.68,0.65,0.65,4,4,134,3,0,0,0,technical,medium
0.54,0.54,0.45,0.71,4,4,137,3,1,0,0,management,medium
0.73,0.73,0.69,0.69,3,3,175,2,0,0,0,IT,medium
0.64,0.64,0.49,0.71,5,5,188,2,0,0,0,IT,low
0.12,0.62,0.39,0.71,5,5,161,4,0,0,0,IT,low
0.6,0.6,0.7,0.7,4,4,145,6,0,0,0,IT,low
0.36,0.62,0.62,0.62,4,4,111,6,0,0,0,IT,low
0.63,0.63,0.76,0.76,3,3,176,2,0,0,0,product_mng,low
0.67,0.67,0.94,0.71,2,4,192,3,0,0,0,product_mng,low
0.83,0.83,0.9,0.71,3,3,179,2,1,0,0,product_mng,low
0.48,0.48,0.9,0.71,4,4,224,3,0,0,0,product_mng,low
0.89,0.62,0.56,0.56,4,4,241,5,0,0,0,IT,low
0.71,0.71,0.96,0.71,3,3,201,3,0,0,0,RandD,low
0.31,0.62,0.59,0.59,4,4,138,2,0,0,0,RandD,low
0.89,0.62,0.84,0.84,5,5,168,2,0,0,0,RandD,low
0.38,0.38,0.51,0.71,2,4,120,3,0,0,0,RandD,low
0.88,0.62,0.92,0.71,3,3,179,3,0,0,0,RandD,low
0.64,0.64,0.85,0.85,3,3,250,3,0,0,0,marketing,low
0.65,0.65,0.74,0.74,4,4,237,3,1,0,0,sales,low
0.65,0.65,0.81,0.81,4,4,192,3,0,0,0,accounting,low
0.54,0.54,0.97,0.71,4,4,258,3,0,0,0,support,low
0.69,0.69,0.76,0.76,4,4,257,4,0,0,0,technical,low
0.77,0.77,0.78,0.78,2,4,271,3,0,0,0,management,low
0.28,0.62,0.66,0.66,3,3,184,2,0,0,0,marketing,low
0.33,0.62,0.4,0.71,6,4,214,6,0,0,0,marketing,medium
0.83,0.83,0.68,0.68,4,4,198,3,0,0,0,marketing,medium
0.89,0.62,0.73,0.73,3,3,274,2,0,0,0,sales,medium
0.76,0.76,0.6,0.6,5,5,279,2,0,0,0,sales,medium
0.83,0.83,0.64,0.64,5,5,272,2,0,0,0,sales,medium
0.57,0.57,0.85,0.85,4,4,152,3,0,0,0,sales,medium
0.61,0.61,0.89,0.71,2,4,287,4,0,0,0,sales,medium
0.96,0.62,0.89,0.71,2,4,239,6,1,0,0,sales,medium
0.17,0.62,0.5,0.71,4,4,274,6,0,0,0,sales,medium
0.61,0.61,0.6,0.6,4,4,121,2,0,0,0,sales,medium
0.73,0.73,0.74,0.74,5,5,199,2,0,0,0,sales,medium
0.3,0.62,0.39,0.71,3,3,175,3,0,0,0,sales,medium
0.42,0.42,0.67,0.67,2,4,115,3,0,0,0,sales,high
0.65,0.65,0.75,0.75,3,3,194,4,1,0,0,sales,low
0.17,0.62,0.45,0.71,2,4,119,3,0,0,0,sales,medium
0.12,0.62,0.82,0.82,5,5,162,4,1,0,0,sales,medium
0.7,0.7,0.78,0.78,5,5,264,2,0,0,0,sales,medium
0.87,0.62,0.88,0.71,3,3,179,2,0,0,0,sales,medium
0.43,0.43,0.44,0.71,5,5,213,3,0,0,0,sales,low
0.84,0.84,0.65,0.65,3,3,269,2,0,0,0,sales,low
0.94,0.62,0.55,0.71,3,3,160,3,0,0,0,sales,low
0.89,0.62,0.76,0.76,4,4,133,2,0,0,0,accounting,low
0.69,0.69,0.75,0.75,5,5,201,3,0,0,0,accounting,low
0.18,0.62,0.99,0.71,4,4,160,5,0,0,0,accounting,low
0.98,0.62,0.69,0.69,3,3,274,3,0,0,0,hr,low
0.3,0.62,0.88,0.71,5,5,245,4,0,0,0,hr,low
0.51,0.51,0.53,0.71,3,3,237,3,0,0,0,hr,medium
0.76,0.76,0.9,0.71,3,3,279,6,0,0,0,hr,medium
0.67,0.67,0.96,0.71,4,4,207,3,0,0,0,technical,medium
0.12,0.62,0.84,0.84,4,4,218,6,0,0,0,technical,medium
0.42,0.42,0.41,0.71,5,5,240,2,0,0,0,technical,medium
0.69,0.69,0.76,0.76,3,3,153,3,0,0,0,technical,medium
0.63,0.63,0.96,0.71,3,3,144,2,0,0,0,technical,medium
0.66,0.66,0.62,0.62,2,4,159,3,1,0,0,technical,medium
0.5,0.5,0.5,0.71,3,3,237,2,0,0,0,technical,medium
0.67,0.67,0.82,0.82,5,5,148,2,1,0,0,technical,medium
0.59,0.59,0.62,0.62,4,4,205,3,0,0,0,technical,medium
0.75,0.75,0.78,0.78,2,4,264,3,1,0,0,technical,medium
0.88,0.62,0.89,0.71,5,5,189,2,0,0,0,technical,medium
0.99,0.62,0.75,0.75,3,3,243,3,0,0,0,support,medium
0.44,0.44,0.42,0.71,2,4,199,2,0,0,0,support,medium
0.65,0.65,0.78,0.78,4,4,205,2,0,0,0,support,medium
0.88,0.62,0.63,0.63,3,3,184,4,0,0,0,support,medium
0.58,0.58,0.79,0.79,2,4,274,4,0,0,0,support,medium
0.99,0.62,0.9,0.71,4,4,181,3,0,0,0,support,medium
0.76,0.76,0.71,0.71,3,3,205,2,0,0,0,support,medium
0.14,0.62,0.98,0.71,5,5,172,5,0,0,0,support,medium
0.57,0.57,0.86,0.86,3,3,164,2,0,0,0,support,medium
0.52,0.52,0.82,0.82,3,3,138,2,1,0,0,support,medium
0.71,0.71,0.55,0.71,5,5,262,3,0,0,0,support,medium
0.27,0.62,0.75,0.75,5,5,264,3,0,0,0,technical,medium
0.49,0.49,0.52,0.71,3,3,225,2,0,0,0,technical,high
0.59,0.59,0.5,0.71,3,3,199,2,0,0,0,technical,high
0.24,0.62,0.65,0.65,6,4,210,5,0,0,0,management,high
0.18,0.62,0.87,0.87,6,4,226,4,0,0,0,IT,high
0.73,0.73,0.62,0.62,5,5,134,3,0,0,0,IT,high
0.78,0.78,0.63,0.63,6,4,111,6,0,0,0,IT,high
0.94,0.62,0.73,0.73,5,5,142,2,1,0,0,IT,high
0.86,0.62,0.53,0.71,3,3,213,3,0,0,0,IT,high
0.97,0.62,0.88,0.71,4,4,139,2,0,0,0,product_mng,high
0.49,0.49,0.54,0.71,3,3,145,3,0,0,0,product_mng,high
0.82,0.82,0.48,0.71,4,4,149,6,0,0,0,product_mng,high
0.86,0.62,0.64,0.64,4,4,147,2,1,0,0,product_mng,high
0.3,0.62,0.39,0.71,3,3,193,3,1,0,0,IT,low
0.7,0.7,0.38,0.71,4,4,270,2,0,0,0,RandD,low
0.8,0.8,0.78,0.78,5,5,266,3,0,0,0,RandD,low
0.36,0.62,0.63,0.63,2,4,278,4,0,0,0,RandD,low
0.4,0.4,0.61,0.61,3,3,165,2,0,0,0,RandD,low
0.8,0.8,0.58,0.58,4,4,175,2,0,0,0,RandD,low
0.98,0.62,0.73,0.73,4,4,140,4,0,0,0,marketing,low
0.92,0.62,0.67,0.67,3,3,149,3,0,0,0,sales,low
0.68,0.68,1,0.71,3,3,205,4,0,0,0,accounting,low
1,0.62,0.59,0.59,3,3,253,3,0,0,0,support,low
0.8,0.8,0.54,0.71,3,3,222,4,0,0,0,technical,low
0.85,0.62,0.69,0.69,4,4,216,4,0,0,0,management,low
0.69,0.69,0.6,0.6,3,3,139,2,0,0,0,marketing,low
0.57,0.57,0.52,0.71,4,4,252,2,0,0,0,marketing,low
0.33,0.62,0.72,0.72,2,4,173,2,0,0,0,marketing,low
0.19,0.62,0.48,0.71,6,4,178,3,1,0,0,sales,medium
0.5,0.5,0.63,0.63,3,3,160,2,0,0,0,sales,medium
0.52,0.52,0.88,0.71,3,3,261,4,0,0,0,sales,medium
0.13,0.62,0.52,0.71,6,4,188,3,0,0,0,sales,medium
0.18,0.62,0.73,0.73,4,4,219,5,0,0,0,sales,medium
0.86,0.62,0.64,0.64,4,4,263,3,0,0,0,sales,medium
0.86,0.62,0.59,0.59,4,4,165,3,0,0,0,sales,medium
0.16,0.62,0.76,0.76,6,4,218,6,0,0,0,sales,medium
0.43,0.43,0.46,0.71,2,4,239,3,1,0,0,sales,medium
0.79,0.79,0.63,0.63,3,3,212,2,1,0,0,sales,medium
0.51,0.51,0.67,0.67,4,4,133,3,0,0,0,sales,medium
0.83,0.83,0.55,0.71,5,5,250,3,1,0,0,sales,medium
0.61,0.61,0.45,0.71,3,3,114,3,0,0,0,sales,high
0.65,0.65,0.57,0.57,3,3,168,2,0,0,0,sales,high
0.95,0.62,0.83,0.83,4,4,252,2,0,0,0,sales,high
0.63,0.63,0.64,0.64,5,5,189,4,0,0,0,sales,high
0.72,0.72,0.6,0.6,3,3,265,2,1,0,0,sales,high
0.8,0.8,0.57,0.57,3,3,176,3,0,0,0,sales,high
0.7,0.7,0.57,0.57,4,4,150,4,0,0,0,sales,high
0.45,0.45,0.79,0.79,5,5,97,6,1,0,0,accounting,high
0.64,0.64,0.85,0.85,4,4,265,2,0,0,0,accounting,low
0.94,0.62,0.48,0.71,4,4,260,4,0,0,0,accounting,low
0.57,0.57,0.76,0.76,4,4,164,2,0,0,0,hr,low
0.35,0.62,0.56,0.56,4,4,142,2,0,0,0,hr,low
0.75,0.75,0.81,0.81,2,4,247,4,0,0,0,hr,low
0.7,0.7,0.92,0.71,5,5,182,3,0,0,0,hr,low
0.7,0.7,0.47,0.71,2,4,238,3,0,0,0,technical,low
0.61,0.61,0.62,0.62,3,3,191,3,0,0,0,technical,low
0.78,0.78,0.87,0.87,4,4,178,3,0,0,0,technical,medium
0.97,0.62,0.77,0.77,4,4,208,2,0,0,0,technical,medium
0.51,0.51,0.76,0.76,3,3,256,2,0,0,0,technical,medium
0.56,0.56,0.71,0.71,5,5,243,3,0,0,0,technical,medium
0.87,0.62,0.55,0.71,3,3,233,3,0,0,0,technical,medium
0.64,0.64,0.78,0.78,5,5,200,3,0,0,0,technical,medium
0.6,0.6,0.85,0.85,2,4,226,2,1,0,0,technical,medium
0.9,0.62,0.76,0.76,2,4,150,2,0,0,0,technical,medium
0.54,0.54,0.62,0.62,2,4,141,2,0,0,0,technical,medium
0.23,0.62,0.8,0.8,5,5,139,3,0,0,0,support,medium
0.8,0.8,0.81,0.81,3,3,199,4,1,0,0,support,medium
0.23,0.62,0.78,0.78,4,4,154,6,1,0,0,support,medium
0.81,0.81,0.51,0.71,3,3,247,2,0,0,0,support,medium
0.35,0.62,0.6,0.6,5,5,239,5,0,0,0,support,medium
0.67,0.67,0.8,0.8,4,4,137,2,0,0,0,support,medium
0.46,0.46,0.6,0.6,4,4,119,5,0,0,0,support,medium
0.84,0.84,0.98,0.71,4,4,134,5,1,0,0,support,medium
0.92,0.62,0.79,0.79,3,3,243,4,0,0,0,support,medium
0.75,0.75,0.93,0.71,5,5,210,3,0,0,0,support,medium
0.7,0.7,0.57,0.57,4,4,265,2,0,0,0,support,medium
0.7,0.7,0.75,0.75,4,4,204,3,0,0,0,technical,medium
0.9,0.62,0.81,0.81,6,4,273,5,0,0,0,technical,medium
0.8,0.8,1,0.71,3,3,177,2,0,0,0,technical,medium
0.5,0.5,0.65,0.65,5,5,285,6,0,0,0,management,high
0.84,0.84,0.72,0.72,4,4,222,2,0,0,0,IT,low
0.48,0.48,0.94,0.71,3,3,185,2,1,0,0,IT,medium
0.98,0.62,0.87,0.87,5,5,151,6,0,0,0,IT,medium
0.64,0.64,0.96,0.71,3,3,109,4,0,0,0,IT,medium
0.58,0.58,0.53,0.71,4,4,192,4,0,0,0,IT,medium
0.66,0.66,0.89,0.71,4,4,139,3,0,0,0,product_mng,medium
0.76,0.76,0.98,0.71,4,4,191,2,0,0,0,product_mng,medium
0.32,0.62,0.42,0.71,6,4,114,3,0,0,0,product_mng,medium
0.49,0.49,0.87,0.87,3,3,212,2,0,0,0,product_mng,medium
0.81,0.81,0.51,0.71,3,3,162,2,0,0,0,IT,medium
0.42,0.42,0.48,0.71,5,5,191,5,0,0,0,RandD,medium
0.17,0.62,0.85,0.85,3,3,234,3,0,0,0,RandD,low
0.49,0.49,0.59,0.59,4,4,265,3,0,0,0,RandD,low
0.34,0.62,0.69,0.69,6,4,283,2,0,0,0,RandD,low
0.86,0.62,0.81,0.81,3,3,232,4,0,0,0,RandD,low
0.51,0.51,0.71,0.71,4,4,208,3,1,0,0,marketing,low
0.49,0.49,0.99,0.71,4,4,258,3,1,0,0,sales,low
0.49,0.49,0.63,0.63,3,3,175,2,0,0,0,accounting,low
0.51,0.51,0.59,0.59,3,3,238,3,0,0,0,support,high
0.64,0.64,0.52,0.71,3,3,166,3,0,0,0,technical,low
0.62,0.62,0.85,0.85,4,4,225,2,0,0,0,management,high
0.81,0.81,0.52,0.71,4,4,221,6,0,0,0,marketing,high
0.95,0.62,0.57,0.57,2,4,263,3,0,0,0,marketing,low
0.88,0.62,0.66,0.66,4,4,218,4,1,0,0,marketing,low
0.87,0.62,0.68,0.68,5,5,236,4,0,0,0,sales,high
0.73,0.73,0.68,0.68,5,5,133,2,0,0,0,sales,low
0.98,0.62,0.73,0.73,2,4,237,3,0,0,0,sales,medium
0.77,0.77,0.48,0.71,3,3,204,6,0,0,0,sales,high
0.76,0.76,0.99,0.71,3,3,166,3,0,0,0,sales,medium
0.21,0.62,0.93,0.71,4,4,189,2,1,0,0,sales,medium
0.72,0.72,0.63,0.63,4,4,251,3,0,0,0,sales,medium
0.41,0.41,0.56,0.56,2,4,121,2,0,0,0,sales,medium
0.9,0.62,0.56,0.56,3,3,149,2,0,0,0,sales,high
0.96,0.62,0.9,0.71,5,5,198,2,0,0,0,sales,medium
0.61,0.61,0.48,0.71,4,4,163,3,0,0,0,sales,medium
0.6,0.6,0.8,0.8,4,4,222,2,0,0,0,sales,medium
0.5,0.5,0.76,0.76,2,4,107,4,0,0,0,sales,high
0.79,0.79,0.61,0.61,4,4,162,2,0,0,0,sales,medium
0.32,0.62,0.69,0.69,6,4,192,3,0,0,0,sales,high
0.85,0.62,0.59,0.59,5,5,236,3,0,0,0,sales,low
0.9,0.62,0.62,0.62,5,5,225,2,0,0,0,sales,medium
0.74,0.74,0.54,0.71,4,4,167,2,0,0,0,sales,medium
0.21,0.62,0.76,0.76,6,4,219,4,1,0,0,sales,medium
0.91,0.62,0.61,0.61,3,3,255,3,0,0,0,accounting,medium
0.9,0.62,0.66,0.66,5,5,137,2,0,0,0,accounting,low
0.74,0.74,0.99,0.71,4,4,193,3,0,0,0,accounting,low
0.76,0.76,0.75,0.75,3,3,239,2,0,0,0,hr,low
0.45,0.45,0.61,0.61,5,5,179,5,0,0,0,hr,low
0.73,0.73,0.63,0.63,3,3,205,2,1,0,0,hr,low
0.6,0.6,0.73,0.73,3,3,140,5,1,0,0,hr,low
0.8,0.8,0.77,0.77,5,5,256,2,0,0,0,technical,low
0.53,0.53,0.7,0.7,4,4,243,3,0,0,0,technical,low
0.97,0.62,0.63,0.63,5,5,163,3,0,0,0,technical,low
0.64,0.64,0.99,0.71,3,3,167,2,0,0,0,technical,low
0.92,0.62,0.59,0.59,4,4,190,5,0,0,0,technical,high
0.6,0.6,0.57,0.57,5,5,145,3,1,0,0,technical,low
1,0.62,0.6,0.6,4,4,265,4,0,0,0,technical,low
0.69,0.69,0.63,0.63,4,4,272,2,0,0,0,technical,low
0.53,0.53,0.45,0.71,5,5,140,5,0,0,0,technical,low
0.63,0.63,0.58,0.58,4,4,236,2,0,0,0,technical,high
0.57,0.57,0.89,0.71,4,4,255,3,1,0,0,technical,low
0.79,0.79,0.45,0.71,5,5,131,6,0,0,0,support,low
0.68,0.68,0.92,0.71,4,4,209,6,0,0,0,support,low
0.56,0.56,0.61,0.61,3,3,250,2,0,0,0,support,high
0.48,0.48,0.51,0.71,3,3,201,2,1,0,0,support,low
0.59,0.59,0.67,0.67,4,4,271,2,0,0,0,support,medium
